Name	Title	Review	Rating	Prediction
Doug	Classically stylish!	Great looking, simple, nice watch that you will constantly get compliments on. It's one of those classic looks that is also functional and stylish. I liked this watch so much I now have 2, one with a black leather band and one with a dark brown and wear at least one, if not both, with my outfit every day.	5.0	5.126051878458801
Amazon Customer	Nixon watches are great!	I bought this watch for my boyfriend and he loves it! The watch is very nicely made and has eye catching features. He gets compliments on it all the time with its very classic look. I ordered it with the brown leather band and blue face which is a bit different in a good way. The days of the week are in English and Spanish which is a nice touch. Overall this watch was the perfect size and he would absolutely purchase it again or recommend it to a friend.	5.0	5.334940571146556
kelly	CLASSY!!	We bought this as a gift for my son at Christmas and he LOVES it!!  It is much nicer than even the pics show.  Classy, masculine and sporty all at the same time. Very nice detail on face plate of watch and on the very nice brown leather wrist band. Would definitely recommend!	5.0	5.449559984660884
Nithin	Very Nice Watch	This an excellent and stylish watch to wear every day either in a casual or formal setting. Quality is good and the band is very comfortable. This watch comes in a huge variety of colors so look into all the different ones on the Nixon website. I've been given many compliments on this one.	5.0	4.944346856658643
Freddy Mojica	Great watch!	I was looking for a Nixon watch for a long time, but the stores have them too expensive. I saw this and I loved the design and color. The strap is really soft and feels really nice. The only problem I have is that you can barely read the actual watch! Other than that, I love the watch!	5.0	4.905423270040641
Suzanne I.	Perfect gift!	This was a Christmas gift for my Son.  He was thrilled.  He loves this brand and is starting to build a watch collection.  He had admired this one, so I ordered it for him.  It is a beautiful color and a quality made watch.  I will buy this brand again.	5.0	4.979504543457632
Anna lemos	Beautiful watch	I was nervous of how it was gonna look in person. Got it today and its beautiful and the picture doesnt do it justice,showed my husband who is picky and he loves it too. Now for the real test on xmas is for my son to love it cause hes pickier:)	5.0	4.959768489667521
sacha parchment	Early Christmas gift for husband	My husband is usually very picky. It was supposed to be a Christmas gift but I gave it to him early fearing he wouldn't like it. Turns out he loves it! Never takes it off! The watch is a cool matte black and excellent quality	5.0	5.463772450855499
Samantha Heder	It is more beautiful in person	Ordered for my husband as a Christmas gift. It is more beautiful in person! The watch face is the perfect size, and the band is very thick and sturdy. He loved it, and he wears it all the time.	5.0	5.28883339963666
Eric Silverman	This watch is the BOMB!!!	42mm, perfect thickness, lightweight.....really hard to find things not to like about it. Matte black case, stick hands and a VERY cool Leather band and clasp plus its lightweight and durable. All in all GREAT job Nixon!	5.0	5.121853155732705
Amazon Customer	Great looking Nixon watch - large face leather band - ...	Great looking Nixon watch -  large face leather band - very nice casual look...but you can also get away with a casual  dressy look -  Great price compared to department store - quick delivery - I recommend buying it	5.0	5.024243212988493
Ryan Hodge	Awesome watch	This was my second Nixon watch and I love them both. For the price you can’t beat it. I think Nixon watches are some of the cleanest and nicest looking watches. The brand speaks for itself.	5.0	4.999414332175814
Maddie	great policy, great watch	bought this for my boyfriend, and after about two weeks the watch stopped working. But, both Backcountry & Nixon were SO helpful in getting me a non-faulty watch, that i will be a loyal customer to both entities from now on.  Great watch, not too large like a lot of the Nixons tend to be. I wanted it for myself! Looks good on men and women. My boyfriend is obsessed with it.  Highly reccommended	5.0	4.9154219299120205
James Best Jr	Nice looking watch	It was a Christmas for my son. He loves this watch. It looks more expensive then it really was. He wears it for work and said he gets complimented on it constantly	5.0	4.588037379250804
